Image ID,Label,correct_obj+context,context,correct_obj
248810,giraffe,The adult giraffe is standing near a metal fence.,The adult  is standing near a metal fence.,giraffe
296969,giraffe,A group of giraffe standing next to each other.,A group of  standing next to each other.,giraffe
11511,person,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them. ,A sculpture of two women stting on a bench with their purses on the ground while  standing in a line behind them. ,people
11511,bench,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them. ,A sculpture of two women stting on a  with their purses on the ground while people standing in a line behind them. ,bench
396903,airplane,Small red propeller airplane sitting on an airport runway. ,Small red propeller  sitting on an airport runway. ,airplane
17905,traffic light,A man standing next to a traffic light in Australia ,A man standing next to a  in Australia ,traffic light
372203,fire hydrant,A wooden bench and a fire hydrant on a field.,A wooden bench and a  on a field.,fire hydrant
372203,bench,A wooden bench and a fire hydrant on a field.,A wooden  and a fire hydrant on a field.,bench
189226,fire hydrant,A red and silver fire hydrant sitting on top of a sidewalk.,A red and silver  sitting on top of a sidewalk.,fire hydrant
27768,bus,A bus which is part of the Metropolitan Transit System.,A  which is part of the Metropolitan Transit System.,bus
27768,person,a red white and black bus some people and a building,a red white and black bus some  and a building,people
350607,bench,A bench on a road side with a quilt covering it.,A  on a road side with a quilt covering it.,bench
418959,bird,A bird has it's head below the surface of the water.,A  has it's head below the surface of the water.,bird
204871,fire hydrant,A red fire hydrant with a sticker of several animals on it,A red  with a sticker of several animals on it,fire hydrant
88462,bus,A large yellow school bus stopping on a road.,A large yellow school  stopping on a road.,bus
88462,car,A school bus waits in traffic behind a car. ,A school bus waits in traffic behind a . ,car
99114,person,A group of people crossing a street next to tall buildings.,A group of  crossing a street next to tall buildings.,people
475150,giraffe,A giraffe stands near a tree in the wilderness. ,A  stands near a tree in the wilderness. ,giraffe
581100,giraffe,Two giraffes and several other large animals roam a tropical zoo paddock.,Two  and several other large animals roam a tropical zoo paddock.,giraffes
31322,boat,A flock of geese are sitting on the water with boats in the background.,A flock of geese are sitting on the water with  in the background.,boats
337987,bird,Colorful bird sitting on a branch of a tree.,Colorful  sitting on a branch of a tree.,bird
249643,train,A train traveling down train tracks near a train station.,A  traveling down  tracks near a  station.,train
578967,train,A passenger train drives passed a station on a cloudy day.,A passenger  drives passed a station on a cloudy day.,train
131444,tie,A man with a suit and tie and a fedora on.,A man with a suit and  and a fedora on.,tie
135410,parking meter,A bike leaning up to a parking meter.,A bike leaning up to a .,parking meter
306582,cow,A group of cows standing next to a  line of laundry drying.,A group of  standing next to a  line of laundry drying.,cows
426372,car,A white truck with a red car sitting in it's back.,A white truck with a red  sitting in it's back.,car
426372,truck,A white truck with a red car sitting in it's back.,A white  with a red car sitting in it's back.,truck
147745,truck,Two trucks parked next to each other on a dirt road.,Two  parked next to each other on a dirt road.,trucks
154000,truck,A small white tow truck parked to another small white tow truck.,A small white tow  parked to another small white tow .,truck
535094,person,A person holds a bottle toward a brown and white baby cow.,A  holds a bottle toward a brown and white baby cow.,person
535094,cow,A person holds a bottle toward a brown and white baby cow.,A person holds a bottle toward a brown and white baby .,cow
286422,dog,Couple on sailboat with dog on open waters.,Couple on sailboat with  on open waters.,dog
286422,boat,Two people and a dog on a sail boat with the mast down.,Two people and a dog on a sail  with the mast down.,boat
286422,person,Two people and a dog on a sail boat with the mast down.,Two  and a dog on a sail boat with the mast down.,people
357081,cow,A photograph of two cows grazing on a green pasture.,A photograph of two  grazing on a green pasture.,cows
458223,bicycle,a man walks along his bicycle near the ocean,a man walks along his  near the ocean,bicycle
458223,person,A person walking a bilk along a road towards a light house.,A  walking a bilk along a road towards a light house.,person
311518,boat,A small green boat in a pond outside an office building.,A small green  in a pond outside an office building.,boat
445248,elephant,a group of little elephants standing close to each other ,a group of little  standing close to each other ,elephants
170739,elephant,a couple of elephants are standing behind a fence,a couple of  are standing behind a fence,elephants
281754,umbrella,A boy holding up an umbrella over a woman's head.,A boy holding up an  over a woman's head.,umbrella
281754,person,a child holding an umbrella with a person near him,a child holding an umbrella with a  near him,person
112110,person,a person standing on cement lift his leg over a brief case,a  standing on cement lift his leg over a brief case,person
341094,bear,A statue of a large brown bear tearing off a cars door.,A statue of a large brown  tearing off a cars door.,bear
161978,person,Different people are doing skateboard tricks and riding.,Different  are doing skateboard tricks and riding.,people
161978,skateboard,Different people are doing skateboard tricks and riding.,Different people are doing  tricks and riding.,skateboard
517832,dog,A small black dog sitting in an orange checkered chair.,A small black  sitting in an orange checkered chair.,dog
517832,chair,A small black dog sitting in an orange checkered chair.,A small black dog sitting in an orange checkered .,chair
521819,frisbee,A picture of some people playing with a frisbee.,A picture of some people playing with a .,frisbee
521819,person,A picture of some people playing with a frisbee.,A picture of some  playing with a frisbee.,people
303499,horse,Two people riding on the back of horses near a tall building.,Two people riding on the back of  near a tall building.,horses
303499,person,Two people riding on the back of horses near a tall building.,Two  riding on the back of horses near a tall building.,people
559547,person,a black and white photo of three people standing ,a black and white photo of three  standing ,people
174123,person,a person holding a knife and fork over a pizza,a  holding a knife and fork over a pizza,person
174123,fork,A huge plate of yummy food with fork to eat. ,A huge plate of yummy food with  to eat. ,fork
174123,pizza,A portion of a pizza is sitting on a tray and someone is holding a fork and a knife.,A portion of a  is sitting on a tray and someone is holding a fork and a knife.,pizza
174123,knife,A portion of a pizza is sitting on a tray and someone is holding a fork and a knife.,A portion of a pizza is sitting on a tray and someone is holding a fork and a .,knife
366711,person,a person behind a stand with many oranges,a  behind a stand with many oranges,person
366711,orange,a person behind a stand with many oranges,a person behind a stand with many ,oranges
13597,cake,A piece of chocolate cake on a plate.,A piece of chocolate  on a plate.,cake
579091,broccoli,A plate of broccoli and meat on a table.,A plate of  and meat on a table.,broccoli
209142,broccoli,Green salad with broccoli and peas with fork and bowl,Green salad with  and peas with fork and bowl,broccoli
209142,fork,Green salad with broccoli and peas with fork and bowl,Green salad with broccoli and peas with  and bowl,fork
209142,bowl,Green salad with broccoli and peas with fork and bowl,Green salad with broccoli and peas with fork and ,bowl
209142,carrot,"a bowl of peas, broccoli and carrots with utensils","a bowl of peas, broccoli and  with utensils",carrots
70048,sandwich,"A glass of wine sits next to a bowl of soup, salad, and a plate with a sandwich.","A glass of wine sits next to a bowl of soup, salad, and a plate with a .",sandwich
70048,bowl,"A glass of wine sits next to a bowl of soup, salad, and a plate with a sandwich.","A glass of wine sits next to a  of soup, salad, and a plate with a sandwich.",bowl
106912,person,a person rising a skate board in a lot ,a  rising a skate board in a lot ,person
106912,skateboard,A young boy riding a skateboard across a parking lot.,A young boy riding a  across a parking lot.,skateboard
276055,carrot,A woman holding up a large carrot in a backyard.,A woman holding up a large  in a backyard.,carrot
548555,person,A person holding a chili hot dog on a napkin.,A  holding a chili hot dog on a napkin.,person
548555,hot dog,there is a long hot dog that has toppings on it,there is a long  that has toppings on it,hot dog
257084,person,a person on a skate board ride down a ramp ,a  on a skate board ride down a ramp ,person
257084,skateboard,A person standing on a skateboard on top of a ramp.,A person standing on a  on top of a ramp.,skateboard
154087,person,A group of people standing on a snow covered hill.,A group of  standing on a snow covered hill.,people
217872,person,A person doing a trick on a snowboard over a hill.,A  doing a trick on a snowboard over a hill.,person
217872,snowboard,A person doing a trick on a snowboard over a hill.,A person doing a trick on a  over a hill.,snowboard
513567,hot dog,Two women preparing to eat a hot dog on a city side.,Two women preparing to eat a  on a city side.,hot dog
164115,surfboard,A surfboard sitting next to a shopping cart.,A  sitting next to a shopping cart.,surfboard
164115,bicycle,A yellow surfboard sits next to a bicycle on a brick sidewalk.,A yellow surfboard sits next to a  on a brick sidewalk.,bicycle
341973,donut,The two woman are eating donuts outside. ,The two woman are eating  outside. ,donuts
554595,person,a close up of a person sitting on a beach next to a surf board,a close up of a  sitting on a beach next to a surf board,person
554595,surfboard,A man laying on top of a sandy beach laying next to a surfboard.,A man laying on top of a sandy beach laying next to a .,surfboard
540932,person,Two people standing on a beach next to the ocean.,Two  standing on a beach next to the ocean.,people
46048,bed,A little girl sitting on top of a bed next to a lamp.,A little girl sitting on top of a  next to a lamp.,bed
59635,person,a black and white photo of people with surf boards,a black and white photo of  with surf boards,people
59635,surfboard,The dual image shows people carrying their surfboards under their arms.,The dual image shows people carrying their  under their arms.,surfboards
289415,pizza,this is a pizza that is sliced up in pieces,this is a  that is sliced up in pieces,pizza
162581,tennis racket,A man on a court with a tennis racket.,A man on a court with a .,tennis racket
139,chair,"A room with chairs, a table, and a woman in it.","A room with , a table, and a woman in it.",chairs
139,person,A person standing at a table in a room.,A  standing at a table in a room.,person
33221,person,A group of people standing on top of a beach.,A group of  standing on top of a beach.,people
33221,tennis racket,Two women at a beach with tennis rackets in their hands and one girl looking very excited with her tennis racket in the air. ,Two women at a beach with  in their hands and one girl looking very excited with her tennis racket in the air. ,tennis rackets
334417,pizza,A men in business attire eating a piece of folded over pizza. ,A men in business attire eating a piece of folded over . ,pizza
276285,pizza,A small pizza in the middle of a table.,A small  in the middle of a table.,pizza
85772,tennis racket,Young man swinging a tennis racket on a tennis court,Young man swinging a  on a tennis court,tennis racket
25603,pizza,A girl sitting around a table in a restaurant eating a pizza.  ,A girl sitting around a table in a restaurant eating a .  ,pizza
158744,chair,"A pair of chairs on a curb, and a man carrying a chair on the sidewalk.","A pair of  on a curb, and a man carrying a chair on the sidewalk.",chairs
158744,person,a split photo of a person standing on a street corner ,a split photo of a  standing on a street corner ,person
506178,remote,A man standing in a room with a remote.,A man standing in a room with a .,remote
159399,kite,A person in a field flying a kite in the sky.,A person in a field flying a  in the sky.,kite
159399,person,A person in a field flying a kite in the sky.,A  in a field flying a kite in the sky.,person
159399,backpack,A woman with backpack flying a kite in grassy field.,A woman with  flying a kite in grassy field.,backpack
521719,kite,A close up of several wind kites hanging.,A close up of several wind  hanging.,kites
193245,kite,A crowd of people standing on a field flying kites.,A crowd of people standing on a field flying .,kites
193245,person,A crowd of people standing on a field flying kites.,A crowd of  standing on a field flying kites.,people
163117,kite,A large group of people in a field with kites.,A large group of people in a field with .,kites
163117,person,A large group of people in a field with kites.,A large group of  in a field with kites.,people
224675,kite,A woman and a boy untangling a kite on a street.,A woman and a boy untangling a  on a street.,kite
109827,teddy bear,A teddy bear leaning against a tree next to the road.,A  leaning against a tree next to the road.,teddy bear
89296,baseball bat,A man holding a baseball bat preparing to swing it,A man holding a  preparing to swing it,baseball bat
320490,baseball bat,A little boy is swinging a baseball bat at a ball.,A little boy is swinging a  at a ball.,baseball bat
160012,pizza,A close up of a pizza pie sitting on a table.,A close up of a  pie sitting on a table.,pizza
312263,clock,A clock is at the bottom of a very tall building.,A  is at the bottom of a very tall building.,clock
363461,chair,A computer desk and chair looks like a home office.,A computer desk and  looks like a home office.,chair
363461,laptop,Two monitors and a laptop sit on a desk in front of a empty chair.,Two monitors and a  sit on a desk in front of a empty chair.,laptop
154213,scissors,A pie sitting in a pan on top of a table next to a pair of scissors.,A pie sitting in a pan on top of a table next to a pair of .,scissors
365886,cell phone,A person using a photo filter holding a samsung cell phone.,A person using a photo filter holding a samsung .,cell phone
365886,person,A person using a photo filter holding a samsung cell phone.,A  using a photo filter holding a samsung cell phone.,person
203629,cell phone,A man on a cell phone in a public area holding his thumb up.,A man on a  in a public area holding his thumb up.,cell phone
203629,person,A group of people gathered inside of a room. ,A group of  gathered inside of a room. ,people
180798,cell phone,A small cell phone on a blue surface.,A small  on a blue surface.,cell phone
446207,cell phone,A cell phone sits next to a black camera.,A  sits next to a black camera.,cell phone
233139,clock,A display of clocks inside a shop window.,A display of  inside a shop window.,clocks
215114,refrigerator,A dead body sitting inside of an open refrigerator.,A dead body sitting inside of an open .,refrigerator
215114,person,a person sitting inside of an empty refrigerator ,a  sitting inside of an empty refrigerator ,person
175438,clock,Public clock tells the time on a street corner.,Public  tells the time on a street corner.,clock
150638,bottle,A table topped with blenders and bottles of alcohol and cups.,A table topped with blenders and  of alcohol and cups.,bottles
150638,cup,A table topped with blenders and bottles of alcohol and cups.,A table topped with blenders and bottles of alcohol and .,cups
429530,vase,Four vases with purple flower in it. There are two different shapes and sizes.,Four  with purple flower in it. There are two different shapes and sizes.,vases
95069,clock,"A large, old brick building with a clock tower at one corner.","A large, old brick building with a  tower at one corner.",clock
161397,vase,A table full of little glass flower vases,A table full of little glass flower ,vases
569700,vase,a green vase with some flowers and greenery,a green  with some flowers and greenery,vase
231237,vase,A vase with various flowers in it sitting on a tiled counter.,A  with various flowers in it sitting on a tiled counter.,vase
419098,scissors,Multiple pairs of scissors attached by a beaded metal string. ,Multiple pairs of  attached by a beaded metal string. ,scissors
237517,bowl,A patio table with two dinner plates of food and two bowls of salad.,A patio table with two dinner plates of food and two  of salad.,bowls
579070,person,A group of people sitting around a table. ,A group of  sitting around a table. ,people
579070,cup,A group of people sitting at a table with many small sip cups.,A group of people sitting at a table with many small sip .,cups
78404,bench,Three women sitting on a park bench next to each other.,Three women sitting on a park  next to each other.,bench
435880,refrigerator,A refrigerator next to a red wall in the kitchen. ,A  next to a red wall in the kitchen. ,refrigerator
425226,person,A person kneels down to peer into a refrigerator,A  kneels down to peer into a refrigerator,person
425226,refrigerator,A man kneeling down in front of a refrigerator.,A man kneeling down in front of a .,refrigerator
276018,teddy bear,A group of kids holding teddy bears and looking happy.,A group of kids holding  and looking happy.,teddy bears
426166,bicycle,A light blue bicycle chained to a pole on the sidewalk in front of a red building.,A light blue  chained to a pole on the sidewalk in front of a red building.,bicycle
33854,motorcycle,Two cars facing towards a variety of motorcycles.,Two cars facing towards a variety of .,motorcycles
33854,bus,"A bus, old cabin cars, and motor cycles with people ","A , old cabin cars, and motor cycles with people ",bus
33854,car,"A bus, old cabin cars, and motor cycles with people ","A bus, old cabin , and motor cycles with people ",cars
33854,person,"A bus, old cabin cars, and motor cycles with people ","A bus, old cabin cars, and motor cycles with  ",people
52412,airplane,View from an airplane looking looking out over large parking lot.,View from an  looking looking out over large parking lot.,airplane
52412,car,an air plane wing with a parking lot with cars,an air plane wing with a parking lot with ,cars
523229,toilet,A dirty public bathroom with a handicap sign located above the toilet. ,A dirty public bathroom with a handicap sign located above the . ,toilet
484415,person,A person flushing a toilet with a motion sensor.,A  flushing a toilet with a motion sensor.,person
484415,toilet,A hand is reaching out to the top if a toilet. ,A hand is reaching out to the top if a . ,toilet
68093,motorcycle,"A  pair of people sitting on a motorcycle, in the grass.","A  pair of people sitting on a , in the grass.",motorcycle
68093,person,"A  pair of people sitting on a motorcycle, in the grass.","A  pair of  sitting on a motorcycle, in the grass.",people
299887,motorcycle,A man and a woman are posing next to a red motorcycle.,A man and a woman are posing next to a red .,motorcycle
394199,motorcycle,A woman sitting on top of a red motorcycle.,A woman sitting on top of a red .,motorcycle
481567,motorcycle,A man stands beside his black and red motorcycle near a park.,A man stands beside his black and red  near a park.,motorcycle
405432,remote,Donuts and a bag of beans on a table with remote.,Donuts and a bag of beans on a table with .,remote
405432,donut,A box of donuts and a bag of nuts sitting on a table.,A box of  and a bag of nuts sitting on a table.,donuts
314251,motorcycle,A parade of motorcycles is going through a group of tall trees.,A parade of  is going through a group of tall trees.,motorcycles
314251,person,A group of people riding mopeds through a park.,A group of  riding mopeds through a park.,people
290619,banana,A banana is sitting beside a large bowl storage container.,A  is sitting beside a large bowl storage container.,banana
214869,cell phone,A woman sitting down with a large cell phone holder on her pants.,A woman sitting down with a large  holder on her pants.,cell phone
214869,person,"A person has their cell phone clipped to their belt,","A  has their cell phone clipped to their belt,",person
256192,motorcycle,A yellow BMW touring motorcycle parked in the street as people look on from behind a steel rail on the sidewalk.,A yellow BMW touring  parked in the street as people look on from behind a steel rail on the sidewalk.,motorcycle
256192,person,A yellow BMW touring motorcycle parked in the street as people look on from behind a steel rail on the sidewalk.,A yellow BMW touring motorcycle parked in the street as  look on from behind a steel rail on the sidewalk.,people
41872,tv,a large bedroom with a fireplace and tv,a large bedroom with a fireplace and ,tv
41872,bed,"A room with a bed, a clock, a lamp, a fireplace and a television.","A room with a , a clock, a lamp, a fireplace and a television.",bed
41872,clock,"A room with a bed, a clock, a lamp, a fireplace and a television.","A room with a bed, a , a lamp, a fireplace and a television.",clock
208208,airplane,a view of mountains from the window of a jet airplane,a view of mountains from the window of a jet ,airplane
98520,airplane,A large commercial airplane sitting on a runway,A large commercial  sitting on a runway,airplane
388258,bicycle,A bicycle leaning against a bench as an airplane flies by.,A  leaning against a bench as an airplane flies by.,bicycle
388258,airplane,"There is a bike that is parked by a bench, and an airplane that is high in the sky","There is a bike that is parked by a bench, and an  that is high in the sky",airplane
388258,bench,"There is a bike that is parked by a bench, and an airplane that is high in the sky","There is a bike that is parked by a , and an airplane that is high in the sky",bench
26204,car,A group of cars waiting at an intersection for the light to change,A group of  waiting at an intersection for the light to change,cars
26204,bus,Cars and a bus are stopped at an intersection.,Cars and a  are stopped at an intersection.,bus
296317,giraffe,"An African type landscape with giraffes, wildebeests and antelope.","An African type landscape with , wildebeests and antelope.",giraffes
234526,giraffe,A little boy in a yellow shirt feeding a giraffe.  ,A little boy in a yellow shirt feeding a .  ,giraffe
202339,bus,A man carrying a sign walking past buses.,A man carrying a sign walking past .,buses
238039,sheep,A white sheep standing on top of a dirt road.,A white  standing on top of a dirt road.,sheep
459437,sheep,"A person feeding sheep behind a white picket fence,","A person feeding  behind a white picket fence,",sheep
459437,person,"A person feeding sheep behind a white picket fence,","A  feeding sheep behind a white picket fence,",person
459437,bowl,A row of sheep by a wooden fence with a guy holding a bowl. ,A row of sheep by a wooden fence with a guy holding a . ,bowl
355817,bus,A red and yellow bus parked in front of a tall building.,A red and yellow  parked in front of a tall building.,bus
351530,person,two people sitting on benches with trees in the background,two  sitting on benches with trees in the background,people
351530,bicycle,People seated on wooden chairs and a bicycle parked nearby.,People seated on wooden chairs and a  parked nearby.,bicycle
351530,chair,People seated on wooden chairs and a bicycle parked nearby.,People seated on wooden  and a bicycle parked nearby.,chairs
351530,bench,two people sitting on benches with trees in the background,two people sitting on  with trees in the background,benches
569273,fire hydrant,A fire hydrant near a hiking trail outside.,A  near a hiking trail outside.,fire hydrant
569273,person,A fire hydrant is near people viewing a canyon. ,A fire hydrant is near  viewing a canyon. ,people
357748,bus,A pink city bus at a bus stop.,A pink city  at a  stop.,bus
357748,person,A pink and white bus parked next to sidewalk and people.,A pink and white bus parked next to sidewalk and .,people
20107,fire hydrant,The fire hydrant has some writing on its side.,The  has some writing on its side.,fire hydrant
415536,bus,A bus is driving on a wet road with many green trees on the roadside.,A  is driving on a wet road with many green trees on the roadside.,bus
423617,bus,a wet road busy with traffic like a taxi and bus,a wet road y with traffic like a taxi and ,bus
84170,car,a red and white bus and some cars in the rain,a red and white bus and some  in the rain,cars
84170,bus,a red and white bus and some cars in the rain,a red and white  and some cars in the rain,bus
564336,laptop,a man at a restaurant using his laptop ,a man at a restaurant using his  ,laptop
104119,bird,A bird in a forest looking down towards the ground.,A  in a forest looking down towards the ground.,bird
42563,train,A train riding on a snow covered track near trees. ,A  riding on a snow covered track near trees. ,train
66135,train,An old yellow train is waiting at the station.,An old yellow  is waiting at the station.,train
27932,baseball glove,Closeup of a baseball glove and a black ball hat.,Closeup of a  and a black ball hat.,baseball glove
363072,train,this trains station has a white building in the background,this  station has a white building in the background,trains
469246,train,A commuter train stops at a train station for passengers.,A commuter  stops at a  station for passengers.,train
469246,person,A train stops at the station while people hurry to get on.,A train stops at the station while  hurry to get on.,people
234660,train,Two white bullet trains parked at a train station.,Two white bullet  parked at a train station.,trains
430871,parking meter,A parking meter next to a handicap parking space.,A  next to a handicap parking space.,parking meter
140203,dog,A woman carrying her dog on a busy city street.,A woman carrying her  on a busy city street.,dog
140203,truck,"A white milk truck with a license plate that reads ""pro milk.""","A white milk  with a license plate that reads ""pro milk.""",truck
434996,cat,A small cat asleep in a pile of stuffed animals.,A small  asleep in a pile of stuffed animals.,cat
434996,bed,A kitten sleeps with many stuffed animals on the bed.,A kitten sleeps with many stuffed animals on the .,bed
18833,cat,A cat sleeping with its head resting on a sneaker.,A  sleeping with its head resting on a sneaker.,cat
231580,cow,a man talking to a group of kids as a cow stands in a cage,a man talking to a group of kids as a  stands in a cage,cow
231580,person,The man is talking to the crowd of people,The man is talking to the crowd of ,people
350003,car,"A large red and yellow fire truck passed by a white car,","A large red and yellow fire truck passed by a white ,",car
350003,truck,"A large red and yellow fire truck passed by a white car,","A large red and yellow fire  passed by a white car,",truck
409867,cat,A tall clear glass window with two cats sitting at the base of it.,A tall clear glass window with two  sitting at the base of it.,cats
33109,car,A bus and other cars drive on a road past houses.,A bus and other  drive on a road past houses.,cars
33109,bus,A bus and other cars drive on a road past houses.,A  and other cars drive on a road past houses.,bus
33109,truck,A semi truck is driving down a street.,A semi  is driving down a street.,truck
58111,cat,An orange and white cat laying on top of a sink.,An orange and white  laying on top of a sink.,cat
295420,truck,A blue truck drives down a narrow street.,A blue  drives down a narrow street.,truck
343076,cat,A fluffy cat laying on an electronic device,A fluffy  laying on an electronic device,cat
343076,laptop,Cat hangs it's paw over the edge of the laptop ,Cat hangs it's paw over the edge of the  ,laptop
50006,boat,Looking out over a bay with many tourist boats moored,Looking out over a bay with many tourist  moored,boats
443426,tie,A guy in a suit and tie is posing for the camera. ,A guy in a suit and  is posing for the camera. ,tie
443426,chair,A man sits in a chair with his legs crossed and hands folded.,A man sits in a  with his legs crossed and hands folded.,chair
460683,tie,A man wearing a blue tie with the ten commandments on it.,A man wearing a blue  with the ten commandments on it.,tie
265108,umbrella,"a suitcase, umbrella, flowers and balloon sitting next to a fence ","a suitcase, , flowers and balloon sitting next to a fence ",umbrella
265108,suitcase,"a suitcase, umbrella, flowers and balloon sitting next to a fence ","a , umbrella, flowers and balloon sitting next to a fence ",suitcase
540466,umbrella,A woman is walking and carrying an umbrella over her head.,A woman is walking and carrying an  over her head.,umbrella
540466,person,A person standing with umbrella in front of wall.,A  standing with umbrella in front of wall.,person
503855,umbrella,"A grass yard area that has several open umbrellas laid on the grass and various people around the roadway area.

","A grass yard area that has several open  laid on the grass and various people around the roadway area.

",umbrellas
503855,person,"A grass yard area that has several open umbrellas laid on the grass and various people around the roadway area.

","A grass yard area that has several open umbrellas laid on the grass and various  around the roadway area.

",people
275198,person,A group of people holding umbrellas eating a meal outdoors.,A group of  holding umbrellas eating a meal outdoors.,people
275198,umbrella,A group of people holding umbrellas eating a meal outdoors.,A group of people holding  eating a meal outdoors.,umbrellas
58384,elephant,A herd of elephants standing next to each other.,A herd of  standing next to each other.,elephants
554579,dog,Three women wearing long dresses standing behind a dog.,Three women wearing long dresses standing behind a .,dog
554579,person,A group of people are standing next to a dog.,A group of  are standing next to a dog.,people
71226,dog,Two dogs and a cat sleeping on their human's bed,Two  and a cat sleeping on their human's bed,dogs
71226,cat,Two dogs and a cat sleeping on their human's bed,Two dogs and a  sleeping on their human's bed,cat
71226,bed,Two dogs and a cat sleeping on their human's bed,Two dogs and a cat sleeping on their human's ,bed
183437,person,Three Asian people are riding on top of an elephant. ,Three Asian  are riding on top of an elephant. ,people
183437,elephant,Three Asian people are riding on top of an elephant. ,Three Asian people are riding on top of an . ,elephant
9891,car,Group of men taking their suitcases out of a car. ,Group of men taking their suitcases out of a . ,car
9891,suitcase,The man is loading luggage suitcases onto the cart in the parking lot. ,The man is loading luggage  onto the cart in the parking lot. ,suitcases
347930,dog,A blue dog sitting on  a striped couch,A blue  sitting on  a striped couch,dog
347930,couch,A blue dog sitting on  a striped couch,A blue dog sitting on  a striped ,couch
389933,dog,A dog sitting on a couch with its head cocked to the side.,A  sitting on a couch with its head cocked to the side.,dog
389933,couch,A dog sitting on a couch with its head cocked to the side.,A dog sitting on a  with its head cocked to the side.,couch
22192,dog,A dog is sitting on an unmade bed with pillows.,A  is sitting on an unmade bed with pillows.,dog
22192,bed,A dog is sitting on an unmade bed with pillows.,A dog is sitting on an unmade  with pillows.,bed
493019,zebra,A group of zebras are bending down and eating a box full of grass. ,A group of  are bending down and eating a box full of grass. ,zebras
491683,horse,There is only one horse in the grassy field. ,There is only one  in the grassy field. ,horse
491683,train,a lone horse grazes in a field as a train passes.,a lone horse grazes in a field as a  passes.,train
52462,zebra,Two zebra standing next to each other in a dry grass field.,Two  standing next to each other in a dry grass field.,zebra
504439,zebra,"Two zebras, one walking toward the camera, one walking away.","Two , one walking toward the camera, one walking away.",zebras
347370,orange,An orange that has a green colored peel.,An  that has a green colored peel.,orange
347370,person,A person that is holding a lime in their hand.,A  that is holding a lime in their hand.,person
2587,banana,a close up of a banana and a doughnut in a plastic bag,a close up of a  and a doughnut in a plastic bag,banana
2587,donut,a banana and a chocolate frosted donut sitting in a baggie,a banana and a chocolate frosted  sitting in a baggie,donut
60855,apple,Five oranges with a red apple and a green apple.,Five oranges with a red  and a green .,apple
60855,orange,Five oranges with a red apple and a green apple.,Five  with a red apple and a green apple.,oranges
210030,fork,A four layer cake on a plate with fork and one bite eaten,A four layer cake on a plate with  and one bite eaten,fork
210030,cake,A white plate with a slice of cake on top of it.,A white plate with a slice of  on top of it.,cake
293794,banana,Man at street market with table full of bananas.,Man at street market with table full of .,bananas
498919,orange,Fresh fruit cart containing oranges and pears on it,Fresh fruit cart containing  and pears on it,oranges
358427,fork,Two pieces of broccoli being held up on a fork,Two pieces of broccoli being held up on a ,fork
358427,broccoli,Two pieces of broccoli being held up on a fork,Two pieces of  being held up on a fork,broccoli
169356,person,a person jumping a skate board in the air,a  jumping a skate board in the air,person
169356,skateboard,A man flying through the air while riding a skateboard.,A man flying through the air while riding a .,skateboard
378673,person,"A person at a skateboard park, jumping his skateboard.","A  at a skateboard park, jumping his skateboard.",person
378673,skateboard,A man riding a skateboard down the side of a ramp.,A man riding a  down the side of a ramp.,skateboard
284106,bowl,A plate of chicken and vegetables sits next to a bowl of rice. ,A plate of chicken and vegetables sits next to a  of rice. ,bowl
223090,knife,A cutting board with carrots and some other leafy green vegetables along side a knife.,A cutting board with carrots and some other leafy green vegetables along side a .,knife
223090,carrot,A white plate topped with dicked up lettuce next to carrots.,A white plate topped with dicked up lettuce next to .,carrots
263068,skateboard,A man in dark clothing is on a cement step doing a trick with his skateboard.,A man in dark clothing is on a cement step doing a trick with his .,skateboard
263068,person,a person riding a skate board at a skate park,a  riding a skate board at a skate park,person
319617,hot dog,a hot dog on a plate next to two glasses.,a  on a plate next to two glasses.,hot dog
297595,person,A person on a surfboard is surfing on a crashing wave.,A  on a surfboard is surfing on a crashing wave.,person
297595,surfboard,A person on a surfboard is surfing on a crashing wave.,A person on a  is surfing on a crashing wave.,surfboard
253452,cup,Plates of food with onion rings and cheesecake and a cup of cocoa on a table ,Plates of food with onion rings and cheesecake and a  of cocoa on a table ,cup
451693,pizza,pizza sitting on stack of plates on wood background, sitting on stack of plates on wood background,pizza
575815,pizza,A pepperoni pizza sitting on top of a wooden cutting board.,A pepperoni  sitting on top of a wooden cutting board.,pizza
403353,bed,A lamp sitting next to a small bed with a book on top of it.,A lamp sitting next to a small  with a book on top of it.,bed
403353,book,A lamp sitting next to a small bed with a book on top of it.,A lamp sitting next to a small bed with a  on top of it.,book
296222,chair,A man is sitting on a chair with some pizza.,A man is sitting on a  with some pizza.,chair
296222,pizza,A man wearing sunglasses while holding a plate of pizza.,A man wearing sunglasses while holding a plate of .,pizza
382125,person,"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.","Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other  sitting at tables.",people
382125,pizza,"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.","Two men are posing for a photo, one man is holding a slice of  on a plate, and they are surrounded by other people sitting at tables.",pizza
495732,remote,Two men standing in a living room with remotes.,Two men standing in a living room with .,remotes
110449,person,Two people playing with an interactive gaming unit.,Two  playing with an interactive gaming unit.,people
